Year	CCAA	Type	Value
2020	aragon	pm25	32.93882673675863
2020	aragon	so2	1.8426131520192095
2020	asturias	co	1.2467546445599476
2020	asturias	no2	8.058649559181912
2020	asturias	o3	23.754209348633786
2020	asturias	pm10	21.339763694232772
2020	asturias	pm25	37.99223223662273
2020	asturias	so2	1.9238556880444657
2020	baleares	co	1.0239905460277645
2020	baleares	no2	4.144528097074458
2020	baleares	o3	30.96600378124459
2020	baleares	pm10	18.481557528884608
2020	baleares	pm25	31.203963668829427
2020	baleares	so2	1.5556802945761556
2020	canarias	co	1.301148740262514
2020	canarias	no2	5.405527565689035
2020	canarias	o3	29.09812419339226
2020	canarias	pm10	25.149209303526796
2020	canarias	pm25	39.64977819023126
2020	canarias	so2	2.200919128492445
2020	cantabria	co	1.0896201081714219
2020	cantabria	no2	6.4073097571374635
2020	cantabria	o3	24.898605881589095
2020	cantabria	pm10	18.259447768933367
2020	cantabria	pm25	33.20388689143732
2020	cantabria	so2	1.8245497523641536
2020	castilla_leon	co	0.9221243103273741
2020	castilla_leon	no2	5.202778520346855
2020	castilla_leon	o3	31.068716394429643
2020	castilla_leon	pm10	13.793939194434254
2020	castilla_leon	pm25	28.09980384020029
2020	castilla_leon	so2	3.103873001267818
2020	catalunya	co	1.4072172639166693
2020	catalunya	no2	10.973765667837146
2020	catalunya	o3	28.980603941732912
2020	catalunya	pm10	18.7419816280176
2020	catalunya	pm25	42.88199392830596
2020	catalunya	so2	2.3433869452696525
2020	ceuta	co	0.2625283266947678
2020	ceuta	no2	20.0
2020	ceuta	o3	60.0
2020	ceuta	pm10	15.0
2020	ceuta	pm25	8.0
2020	ceuta	so2	0.4475236878945454
2020	comunidad_valenciana	co	1.043541709212602
2020	comunidad_valenciana	no2	3.81397393537009
2020	comunidad_valenciana	o3	31.27443229158127
2020	comunidad_valenciana	pm10	13.552325383153159
2020	comunidad_valenciana	pm25	31.79974435066248
2020	comunidad_valenciana	so2	1.4128499570501687
2020	extremadura	co	0.8574467794121197
2020	extremadura	no2	5.209594981973154
2020	extremadura	o3	20.554758376097958
2020	extremadura	pm10	13.1025
2020	extremadura	pm25	26.128891772019468
2020	extremadura	so2	1.4616622508014494
2020	galicia	co	1.0991182129734576
2020	galicia	no2	5.7809083716503284
2020	galicia	o3	25.443868409630966
2020	galicia	pm10	20.776345517713004
2020	galicia	pm25	40.1445996172117
2020	galicia	so2	2.0501472039470703
2020	madrid	co	1.3130411311342378
2020	madrid	no2	11.375094562914944
2020	madrid	o3	31.405382587842922
2020	madrid	pm10	16.30553892187002
2020	madrid	pm25	40.0121738530978
2020	madrid	so2	1.930846038910616
2020	melilla	co	0.2
2020	melilla	no2	5.0
2020	melilla	o3	60.0
2020	melilla	pm10	52.0
2020	melilla	pm25	14.0
2020	melilla	so2	2.0
2020	murcia	co	1.257708384399702
2020	murcia	no2	4.951886777811468
2020	murcia	o3	29.700749481818747
2020	murcia	pm10	18.446345644834786
2020	murcia	pm25	38.32602447847829
2020	murcia	so2	3.0167053235072268
2020	navarra	co	0.9701360507743679
2020	navarra	no2	2.4002755614522275
2020	navarra	o3	29.6583357322356
2020	navarra	pm10	14.494475293952938
2020	navarra	pm25	29.56286090688599
2020	navarra	so2	1.3071794731887019
2020	pais_vasco	co	1.1040132577623756
2020	pais_vasco	no2	5.886672746708472
2020	pais_vasco	o3	27.769234604485103
2020	pais_vasco	pm10	14.759292693453386
2020	pais_vasco	pm25	33.64248792995118
2020	pais_vasco	so2	2.007809275668138
2020	rioja	co	1.0895106851209824
2020	rioja	no2	7.413687390813268
2020	rioja	o3	30.311475409836067
2020	rioja	pm10	14.158469945355192
2020	rioja	pm25	33.2005524535329
2020	rioja	so2	1.614018995460773
2020	total_nacional	co	1.1127898608519837
2020	total_nacional	no2	7.0322194877441175
2020	total_nacional	o3	31.701366253812783
2020	total_nacional	pm10	19.0646243163189
2020	total_nacional	pm25	32.621928037668766
2020	total_nacional	so2	1.8841345213779828
2021	andalucia	co	2.7867029530987817
2021	andalucia	no2	6.366355331079153
2021	andalucia	o3	32.982356578846016
2021	andalucia	pm10	21.045244628463404
2021	andalucia	pm25	48.01509696756932
2021	andalucia	so2	1.6527744441816417
2021	aragon	co	1.0689953141368398
2021	aragon	no2	8.13819557073019
2021	aragon	o3	28.237894532939734
2021	aragon	pm10	16.97343900657598
2021	aragon	pm25	35.784158195615994
2021	aragon	so2	2.001782305487986
2021	asturias	co	1.3567265464141645
2021	asturias	no2	8.260739259703165
2021	asturias	o3	23.037726790224692
2021	asturias	pm10	24.551206548948027
2021	asturias	pm25	41.343395236479196
2021	asturias	so2	1.9000461664922799
2021	baleares	co	1.1010875271876532
2021	baleares	no2	4.765566078974767
2021	baleares	o3	29.23364552844894
2021	baleares	pm10	21.342271527561437
2021	baleares	pm25	33.553332428552686
2021	baleares	so2	1.7111933809010738
2021	canarias	co	1.235399255124478
2021	canarias	no2	4.755191704554799
2021	canarias	o3	28.171500724976404
2021	canarias	pm10	28.039998619450326
