date, pm10, o3, no2, so2, co
2015/8/14, 14, 28, 4, , 
2015/8/15, 13, 30, 3, , 
2015/8/16, 20, 35, 3, , 
2015/8/17, 14, 30, 7, , 
2015/8/18, 18, 28, 5, , 
2015/8/19, 12, 36, 5, , 
2015/8/20, 14, 37, 7, , 
2015/8/21, 27, 29, 5, , 
2015/8/22, 19, 30, 3, , 
2015/8/23, 10, 30, 4, , 
2015/8/24, 22, 33, 5, , 
2015/8/25, 16, 32, 7, 1, 
2015/8/26, 13, 34, 4, , 
2015/8/27, 17, 29, 3, , 
2015/8/28, 13, 37, 3, , 
2015/8/29, 12, 40, 4, , 
2015/8/30, 20, 43, 6, , 
2015/8/31, 20, 44, 3, , 
2015/9/1, 18, 30, 6, , 
2015/9/2, 16, 23, 12, , 
2015/9/3, 10, 30, 6, , 
2015/9/4, 10, 33, 7, , 
2015/9/5, 10, 36, 4, , 
2015/9/6, 13, 32, 5, , 
2015/9/7, 18, 33, 8, , 
2015/9/8, 36, 39, 8, 1, 
2015/9/9, 54, 30, 9, 1, 
2015/9/10, 21, 42, 8, , 
2015/9/11, 16, 35, 10, , 
2015/9/12, 20, 39, 4, , 
2015/9/13, 10, 49, 4, , 
2015/9/14, 18, 40, 2, , 
2015/9/15, 14, 28, 3, , 
2015/9/16, 17, 28, 5, , 
2015/9/17, 14, 32, 8, , 
2015/9/18, 13, 29, 4, , 
2015/9/19, 13, 31, 3, , 
2015/9/20, 6, 32, 7, , 
2015/9/21, 15, 29, 4, , 
2015/9/22, 15, 27, 6, , 
2015/9/23, 10, 27, 8, , 
2015/9/24, 12, 28, 5, , 
2015/9/25, 22, 28, 3, , 
2015/9/26, 20, 30, 4, , 
2015/9/27, 34, 35, 6, , 
2015/9/28, 19, 31, 7, , 
2015/9/29, 21, 25, 10, , 
2015/9/30, 22, 38, 12, 1, 
2015/4/1, 30, 36, 3, , 
2015/4/2, 25, 34, 5, , 
2015/4/3, 21, 38, 2, , 
2015/4/4, 13, 35, 3, , 
2015/4/5, 16, 38, 2, , 
2015/4/6, 22, 39, 5, 2, 
2015/4/7, 24, 42, 10, , 
2015/4/8, 22, 48, 8, , 
2015/4/9, 31, 40, 6, , 
2015/4/10, 17, 40, 7, , 
2015/4/11, 18, 42, 5, , 
2015/4/12, 25, 49, 10, , 
2015/4/13, 39, 43, 12, , 
2015/4/14, 42, 41, 11, , 
2015/4/15, 43, 36, 9, , 
2015/4/16, 26, 43, 4, , 
2015/4/17, 17, 42, 6, , 
2015/4/18, 17, 43, 6, , 
2015/4/19, 12, 43, 8, , 
2015/4/20, 18, 37, 5, 1, 
2015/4/21, 20, 38, 8, 1, 
2015/4/22, 20, 31, 5, , 
2015/4/23, 14, 26, 7, , 
2015/4/24, 18, 36, 6, , 
2015/4/25, 17, 37, 3, , 
2015/4/26, 14, 33, 4, , 
2015/4/27, 13, 30, 3, , 
2015/4/28, 15, 28, 8, , 
2015/4/29, 16, 31, 9, , 
2015/4/30, 21, 25, 7, , 
2015/5/1, 14, 20, 3, , 
2015/5/2, 11, 33, 2, , 
2015/5/3, 9, 39, 2, , 
2015/5/4, 15, 37, 2, , 
2015/5/5, 19, 41, 3, , 
2015/5/6, 16, 42, 6, , 
2015/5/7, 28, 42, 7, , 
2015/5/8, 21, 34, 1, , 
2015/5/9, 10, 40, 4, , 
2015/5/10, 19, 39, 2, , 
2015/5/11, 19, 38, 3, , 
2015/5/12, 26, 34, 4, , 
2015/5/13, 26, 34, 6, , 
2015/5/14, 23, 33, 4, , 
2015/5/15, 20, 35, 4, , 
2015/5/16, 16, 31, 2, , 
2015/5/17, 13, 34, 3, , 
2015/5/18, 17, 36, 5, , 
2015/5/19, 18, 34, 5, , 
2015/5/20, 16, 35, 3, , 
2015/5/21, 13, 38, 5, , 
2015/5/22, 15, 34, 4, , 
2015/5/23, 12, 27, 3, , 
2015/5/24, 9, 31, 1, , 
2015/5/25, 9, 33, 3, , 
2015/5/26, 15, 35, 3, , 
2015/5/27, 15, 36, 4, , 
2015/5/28, 16, 37, 2, , 
2015/5/29, 13, 38, 4, , 
2015/5/30, 15, 27, 4, , 
2015/5/31, 18, 28, 4, , 
2015/6/1, 9, 32, 3, , 
2015/6/2, 17, 26, 4, , 
2015/6/3, 23, 28, 4, , 
2015/6/4, 33, 29, 1, , 
2015/6/5, 23, 25, , , 
2015/6/6, 16, 35, , , 
2015/6/7, 20, 48, 1, , 
2015/6/8, 28, 39, 1, , 
2015/6/9, 33, 37, 2, , 
2015/6/10, 22, 35, 2, , 
2015/6/11, 29, 37, 2, , 
2015/6/12, 20, 43, 1, , 
2015/6/13, 15, 39, , , 
2015/6/14, 14, 37, , , 
2015/6/15, 15, 35, , , 
2015/6/16, 13, 39, 2, , 
2015/6/17, 16, 38, 4, , 
2015/6/18, 18, 23, 5, , 
2015/6/19, 14, 30, 3, , 
2015/6/20, 14, 31, 3, , 
2015/6/21, 15, 23, 3, , 
2015/6/22, 17, 24, 3, , 
2015/6/23, 14, 30, 4, , 
2015/6/24, 15, 43, 4, , 
2015/6/25, 19, 37, 3, , 
2015/6/26, 30, 28, 3, , 
2015/6/27, 22, 22, 3, , 
2015/6/28, 14, 28, 2, , 
2015/6/29, 17, 37, 4, 1, 
2015/6/30, 26, 30, 4, , 
2015/1/1, 23, 6, 17, 1, 
2015/1/2, 26, 16, 16, 2, 
2015/1/3, 25, 17, 14, , 
2015/1/4, 20, 8, 14, , 
2015/1/5, 22, 16, 16, , 
2015/1/6, 23, 16, 15, 1, 
2015/1/7, 29, 11, 18, 1, 
2015/1/8, 40, 13, 18, , 
2015/1/9, 47, 9, 15, , 
2015/1/10, 34, 31, 7, , 
2015/1/11, 30, 21, 12, , 
2015/1/12, 28, 25, 8, , 
2015/1/13, 18, 27, 10, , 
2015/1/14, 21, 30, 6, , 
2015/1/15, 15, 28, 10, , 
2015/1/16, 18, 27, 9, , 
2015/1/17, 18, 30, 4, , 
2015/1/18, 8, 33, 7, , 
2015/1/19, 15, 24, 11, , 
2015/1/20, 8, 32, 9, , 
2015/1/21, 16, 31, 6, , 
2015/1/22, 17, 24, 16, , 
2015/1/23, 17, 28, 9, , 
2015/1/24, 18, 30, 12, , 
2015/1/25, 21, 18, 20, , 
2015/1/26, 25, 23, 18, , 
2015/1/27, 20, 22, 16, , 
2015/1/28, 17, 31, 11, 2, 
2015/1/29, 21, 34, 4, , 
2015/1/30, 23, 35, 3, , 
2015/1/31, 22, 34, 3, , 
2015/2/1, 24, 28, 13, , 
2015/2/2, 10, 33, 9, , 
2015/2/3, 12, 30, 6, 1, 
2015/2/4, 17, 30, 6, , 
2015/2/5, 20, 27, 7, , 
2015/2/6, 12, 21, 8, , 
2015/2/7, 25, 24, 15, , 
2015/2/8, 28, 30, 6, 1, 
2015/2/9, 26, 30, 9, , 
2015/2/10, 20, 23, 21, 1, 
2015/2/11, 26, 27, 22, , 
2015/2/12, 25, 29, 16, , 
2015/2/13, 18, 26, 16, , 
2015/2/14, 12, 30, 11, , 
2015/2/15, 12, 34, 7, , 
2015/2/16, 18, 34, 4, , 
2015/2/17, 21, 27, 8, , 
2015/2/18, 20, 23, 12, 1, 
2015/2/19, 19, 19, 18, 1, 
2015/2/20, 20, 35, 3, , 
2015/2/21, 18, 35, 6, , 
2015/2/22, 19, 32, 8, , 
2015/2/23, 19, 35, 4, , 
2015/2/24, 24, 34, 3, , 
2015/2/25, 22, 33, 5, , 
2015/2/26, 15, 39, 6, , 
2015/2/27, 24, 25, 11, , 
2015/2/28, 16, 19, 10, , 
2015/3/1, 16, 28, 10, , 
2015/3/2, 11, 30, 7, , 
2015/3/3, 23, 35, 6, , 
2015/3/4, 17, 35, 4, , 
2015/3/5, 21, 33, 8, , 
2015/3/6, 25, 28, 20, 1, 
2015/3/7, 31, 37, 12, 1, 
2015/3/8, 39, 38, 9, 1, 
2015/3/9, 41, 37, 8, , 
2015/3/10, 38, 33, 14, , 
2015/3/11, 42, 34, 13, , 
2015/3/12, 41, 36, 6, , 
2015/3/13, 27, 36, 5, , 
2015/3/14, 26, 33, 10, , 
2015/3/15, 30, 32, 9, , 
2015/3/16, 39, 34, 13, , 
2015/3/17, 24, 32, 11, , 
2015/3/18, 29, 32, 11, , 
2015/3/19, 28, 33, 7, , 
2015/3/20, 45, 21, 17, , 
2015/3/21, 25, 33, 5, , 
2015/3/22, 27, 22, 12, , 
2015/3/23, 13, 31, 9, , 
2015/3/24, 17, 36, 4, , 
2015/3/25, 13, 29, 9, , 
2015/3/26, 14, 34, 9, , 
2015/3/27, 13, 29, 8, , 
2015/3/28, 19, 32, 6, , 
2015/3/29, 18, 33, 5, , 
2015/3/30, 27, 32, 4, , 
2015/3/31, 22, 36, 4, , 
2014/10/1, 17, 31, 7, , 
2014/10/2, 20, 40, 9, , 
2014/10/3, 29, 36, 9, , 
2014/10/4, 25, 33, 6, , 
2014/10/5, 18, 26, 10, , 
2014/10/6, 15, 29, 6, , 
2014/10/7, 17, 24, 6, , 
2014/10/8, 18, 28, 7, , 
2014/10/9, 21, 17, 4, , 
2014/10/10, 15, , , , 
2014/10/13, 10, 32, 9, , 
2014/10/14, 12, 25, 5, , 
2014/10/15, 7, 25, 5, , 
2014/10/16, 13, 25, 3, , 
2014/10/17, 11, 28, 5, , 
2014/10/18, 11, 27, 7, , 
2014/10/19, 19, 23, 11, , 
2014/10/20, 29, 23, 11, , 
2014/10/21, 28, 29, 4, , 
2014/10/22, 25, 19, 17, , 
2014/10/23, 23, 19, 20, 2, 
2014/10/24, 34, 2, 22, , 
2014/10/25, 39, , , , 
2014/10/27, 48, 23, 12, 1, 
2014/10/28, 35, 19, 18, 1, 
2014/10/29, 33, 18, 18, 1, 
2014/10/30, 38, 27, 17, , 
2014/10/31, 29, 28, , , 
2014/11/1, 23, 30, , , 
2014/11/2, 14, 29, 8, , 
2014/11/3, 12, 29, 7, , 
2014/11/4, 12, 23, 13, , 
2014/11/5, 12, 20, 10, , 
2014/11/6, 12, 29, 10, , 
2014/11/7, 19, 26, 9, , 
2014/11/8, 16, 30, 6, , 
2014/11/9, 12, 27, 7, , 
2014/11/10, 12, 26, 8, , 
2014/11/11, 8, 22, 11, , 
2014/11/12, 13, 27, 3, , 
2014/11/13, 7, 30, 6, , 
2014/11/14, 14, 25, 6, , 
2014/11/15, 8, 29, 7, , 
2014/11/16, 13, 29, 8, , 
2014/11/17, 13, 20, 12, , 
2014/11/18, 21, 21, 14, 1, 
2014/11/19, 19, 20, 13, 1, 
2014/11/20, 17, 18, 16, 1, 
2014/11/21, 25, 14, 9, , 
2014/11/22, 27, 19, 8, , 
2014/11/23, 21, 19, 10, , 
2014/11/24, 18, 16, 12, , 
2014/11/25, 9, 20, 12, , 
2014/11/26, 16, 22, 7, , 
2014/11/27, 11, 28, 5, , 
2014/11/28, 7, 17, 12, , 
2014/11/29, 12, 22, 5, , 
2014/11/30, 26, 21, 5, , 
2014/12/1, 26, 20, 6, , 
2014/12/2, 14, 15, 11, , 
2014/12/3, 13, 12, 17, , 
2014/12/4, 10, 25, 14, , 
2014/12/5, 13, 32, 4, , 
2014/12/6, 14, 29, 9, , 
2014/12/7, 10, 32, 7, , 
2014/12/8, 13, 33, 10, , 
2014/12/9, 15, 25, 14, , 
2014/12/10, 13, 32, 5, , 
2014/12/11, 31, 26, , 1, 
2014/12/12, 16, 29, 7, , 
2014/12/13, 11, 26, 5, , 
2014/12/14, 14, 17, 12, 1, 
2014/12/15, 16, 29, 6, 1, 
2014/12/16, 19, 30, 6, , 
2014/12/17, 19, 23, 19, 1, 
2014/12/18, 20, 18, 18, 1, 
2014/12/19, 17, 23, 11, , 
2014/12/20, 12, 28, 6, , 
2014/12/21, 20, 10, 13, , 
2014/12/22, 19, 8, 15, , 
2014/12/23, 32, 10, 21, , 
2014/12/24, 20, 24, 11, , 
2014/12/25, 14, 19, 15, , 
2014/12/26, 13, 29, 4, , 
2014/12/27, 26, 35, 3, , 
2014/12/28, 19, , , , 
2014/9/24, 42, 28, 11, , 
2014/9/25, 38, 35, 7, , 
2014/9/26, 25, 41, 9, , 
2014/9/27, 30, 41, 9, , 
2014/9/28, 25, 37, 11, , 
2014/9/29, 19, 36, 9, , 
2014/9/30, 20, 34, 7, , 
2024/12/31, , 17, 6, , 
2025/1/5, , 31, 3, 2, 
2025/1/6, , 23, 4, 2, 
2025/1/29, , 29, 2, 1, 
2025/2/25, , 18, 6, 1, 
2025/2/27, , 28, 4, 1, 
2025/3/3, , 24, 5, 1, 
2024/7/17, , 26, 3, , 
2024/7/21, , 13, 7, 1, 
2024/7/25, , 20, 4, , 
2024/7/29, , 18, 5, , 
2024/8/4, , 8, 5, , 
2024/8/18, , 14, 3, , 
2024/8/22, , 7, 5, , 
2024/8/29, , 25, 5, , 
2023/4/1, , 27, 5, , 
2022/7/31, , 16, 63, , 
2021/12/1, , 24, 3, , 
2021/2/16, , 24, 5, , 
2021/3/14, , 28, 6, , 
2021/3/28, , 30, 9, 1, 
2020/3/31, , 31, 3, , 
2020/4/26, , 35, 4, , 
2020/6/28, , 26, 1, , 
2019/12/31, , 24, 10, , 
2019/5/5, , 42, 2, , 
2019/6/23, , 26, 4, , 
2018/12/31, , 14, 7, , 
2019/1/20, , 8, 19, , 
2018/8/18, , 26, 4, , 
2018/4/16, , 36, 6, , 
2017/12/31, , 33, 3, , 
2017/9/9, , 9, 10, , 
2016/10/29, , 7, 8, , 
2016/12/28, , 9, 9, , 
2016/5/8, , 35, 3, , 
2016/1/2, , 29, 3, , 
2014/12/31, , 14, 12, 1, 
2014/10/12, , 28, 8, , 
2014/10/26, , 17, 15, 2, 
2014/9/23, , 31, 9, 1, 
2025/5/4, , , 3, 1, 
2025/5/18, , , 2, 2, 
2025/6/8, , , 2, , 
