date, pm10, o3, no2, so2, co
2021/12/14, 28, 9, 8, , 
2021/12/15, 23, 4, 9, , 
2021/12/16, 27, 3, 12, , 
2021/12/17, 24, 3, 13, , 
2021/12/18, 27, 11, 12, , 
2021/12/19, 23, 8, 13, , 
2021/12/20, 26, 6, 14, , 
2021/12/21, 24, 24, 5, , 
2021/12/22, 13, 25, 4, , 
2021/12/23, 7, 23, 2, , 
2021/12/24, 7, 22, 4, , 
2021/12/25, 8, 16, 6, , 
2021/12/26, 12, 15, 9, , 
2021/12/27, 12, 20, 9, , 
2021/12/28, 17, 15, 7, , 
2021/12/29, 17, 16, 10, , 
2021/12/30, 23, 13, 10, 3, 
2021/12/31, 25, 18, 5, , 
2022/1/1, 21, 22, 5, , 
2022/1/2, 23, 20, 7, , 
2021/7/1, 12, 24, 3, , 
2021/7/2, 13, 26, 3, , 
2021/7/3, 12, 19, 2, , 
2021/7/4, 9, 18, 2, , 
2021/7/5, 11, 22, 2, , 
2021/7/6, 17, 19, 3, , 
2021/7/7, 12, 18, 3, , 
2021/7/8, 11, 20, 1, , 
2021/7/9, 11, 23, 2, , 
2021/7/10, 14, 21, 1, , 
2021/7/11, 12, 16, 1, , 
2021/7/12, 14, 16, 1, , 
2021/7/13, 16, 18, , , 
2021/7/14, 11, 20, 1, , 
2021/7/15, 8, 21, 1, , 
2021/7/16, 10, 23, 1, , 
2021/7/17, 13, 29, 2, , 
2021/7/18, 15, 30, 5, , 
2021/7/19, 21, 32, 3, , 
2021/7/20, 18, 32, 2, , 
2021/7/21, 23, 29, 2, , 
2021/7/22, 19, 26, 2, , 
2021/7/23, 12, 23, 2, , 
2021/7/24, 10, 21, 1, , 
2021/7/25, 9, 25, 3, , 
2021/7/26, 12, 13, 5, , 
2021/7/27, 18, 12, 3, , 
2021/7/28, 9, 9, 3, , 
2021/7/29, 11, 9, 3, , 
2021/7/30, 13, 5, 3, , 
2021/7/31, 9, 9, 2, , 
2021/8/1, 10, 25, 3, , 
2021/8/2, 16, 26, 3, , 
2021/8/3, 12, 19, 2, , 
2021/8/4, 9, 22, 3, , 
2021/8/5, 12, 20, 3, , 
2021/8/6, 12, 20, 3, , 
2021/8/7, 15, 22, 1, , 
2021/8/8, 11, 22, 3, , 
2021/8/9, 14, 19, 3, , 
2021/8/10, 14, 17, 2, , 
2021/8/11, 11, 24, 1, , 
2021/8/12, 10, 18, 1, , 
2021/8/13, 14, 20, 2, , 
2021/8/14, 17, 22, 1, , 
2021/8/15, 9, 24, 1, , 
2021/8/16, 10, 29, 1, , 
2021/8/17, 13, 28, 5, , 
2021/8/18, 16, 24, 2, , 
2021/8/19, 6, 28, 3, , 
2021/8/20, 10, 28, 3, , 
2021/8/21, 15, 22, 2, , 
2021/8/22, 12, 20, 1, , 
2021/8/23, 10, 28, 3, , 
2021/8/24, 16, 28, 4, , 
2021/8/25, 17, 29, 4, , 
2021/8/26, 21, 35, 4, , 
2021/8/27, 17, 27, 3, , 
2021/8/28, 17, 28, 2, , 
2021/8/29, 15, 24, 3, , 
2021/8/30, 16, 28, 5, , 
2021/8/31, 18, 25, 6, , 
2021/9/1, 26, 28, 5, , 
2021/9/2, 15, 31, 5, , 
2021/9/3, 17, 32, 3, , 
2021/9/4, 16, 29, 3, , 
2021/9/5, 17, 39, 8, , 
2021/9/6, 27, 37, 8, , 
2021/9/7, 27, 28, 4, , 
2021/9/8, 20, 23, 6, , 
2021/9/9, 11, 29, 5, , 
2021/9/10, 9, 26, 3, , 
2021/9/11, 13, 26, 3, , 
2021/9/12, 17, 27, 7, , 
2021/9/13, 21, 23, 6, , 
2021/9/14, 17, 28, 2, , 
2021/9/15, 12, 26, 5, , 
2021/9/16, 15, 25, 5, , 
2021/9/17, 16, 26, 2, , 
2021/9/18, 15, 28, 2, , 
2021/9/19, 12, 17, 7, , 
2021/9/20, 13, 21, 8, , 
2021/9/21, 12, 29, 6, , 
2021/9/22, 17, 29, 5, , 
2021/9/23, 25, 21, 7, 1, 
2021/9/24, 21, 30, 6, , 
2021/9/25, 22, 32, 4, , 
2021/9/26, 13, 20, 9, , 
2021/9/27, 13, 21, 7, , 
2021/9/28, 20, 22, 7, , 
2021/9/29, 15, 24, 4, , 
2021/9/30, 16, 22, 8, , 
2021/4/1, 58, 8, 16, , 
2021/4/2, 54, 6, 13, , 
2021/4/3, 40, 6, 16, , 
2021/4/4, 27, 34, 5, , 
2021/4/5, 29, 34, 2, , 
2021/4/6, 22, 31, 2, , 
2021/4/7, 22, 33, 7, 1, 
2021/4/8, 28, 34, 7, 1, 
2021/4/9, 25, 33, 3, 1, 
2021/4/10, 19, 31, 1, , 
2021/4/11, 15, 29, 4, , 
2021/4/12, 17, 32, 2, 1, 
2021/4/13, 20, 33, 3, 2, 
2021/4/14, 27, 35, 4, 2, 
2021/4/15, 25, 35, 5, 2, 
2021/4/16, 25, 32, 3, 2, 
2021/4/17, 23, 35, 3, 2, 
2021/4/18, 25, 34, 5, 2, 
2021/4/19, 35, 38, 5, 3, 
2021/4/20, 32, 34, 4, , 
2021/4/21, 28, 34, 5, , 
2021/4/22, 24, 30, 3, , 
2021/4/23, 12, 34, 2, , 
2021/4/24, 18, 36, 3, , 
2021/4/25, 26, 31, 4, , 
2021/4/26, 18, 31, 5, , 
2021/4/27, 17, 35, 3, , 
2021/4/28, 28, 31, 5, , 
2021/4/29, 14, 34, 5, , 
2021/4/30, 14, 37, 4, , 
2021/5/1, 12, 35, 3, , 
2021/5/2, 20, 34, 4, , 
2021/5/3, 23, 34, 4, , 
2021/5/4, 22, 26, 3, , 
2021/5/5, 15, 21, 4, , 
2021/5/6, 19, 22, 3, , 
2021/5/7, 32, 29, 2, 1, 
2021/5/8, 28, 28, 2, 2, 
2021/5/9, 27, 27, 3, 1, 
2021/5/10, 14, 34, 4, , 
2021/5/11, 20, 33, 2, , 
2021/5/12, 26, 31, 5, , 
2021/5/13, 22, 31, 3, , 
2021/5/14, 20, 25, 4, , 
2021/5/15, 11, 28, 3, , 
2021/5/16, 27, 28, 1, , 
2021/5/17, 45, 30, 2, , 
2021/5/18, 28, 30, 3, , 
2021/5/19, 13, 30, 3, , 
2021/5/20, 13, 28, 4, , 
2021/5/21, 14, 32, 3, , 
2021/5/22, 17, 34, 1, , 
2021/5/23, 15, 31, 2, , 
2021/5/24, 27, 27, 4, , 
2021/5/25, 25, 25, , , 
2021/5/26, 22, 27, 2, , 
2021/5/27, 22, 24, 3, , 
2021/5/28, 21, 27, 2, , 
2021/5/29, 16, 32, 3, , 
2021/5/30, 14, 35, 4, 1, 
2021/5/31, 18, 35, 4, 2, 
2021/6/1, 23, 37, 2, 1, 
2021/6/2, 25, 33, 6, , 
2021/6/3, 12, 25, 6, , 
2021/6/4, 9, 25, 3, , 
2021/6/5, 13, 27, 2, , 
2021/6/6, 14, 26, 4, , 
2021/6/7, 17, 28, 3, , 
2021/6/8, 15, 29, 2, , 
2021/6/9, 12, 22, 3, 1, 
2021/6/10, 12, 18, 3, 1, 
2021/6/11, 10, 27, 1, 1, 
2021/6/12, 13, 30, 2, 2, 
2021/6/13, 20, 33, 5, 2, 
2021/6/14, 18, 32, 4, 3, 
2021/6/15, 19, 30, 6, 4, 
2021/6/16, 17, 22, 5, , 
2021/6/17, 15, 19, 3, , 
2021/6/18, 10, 26, 1, , 
2021/6/19, 11, 25, 1, , 
2021/6/20, 10, 26, 2, , 
2021/6/21, 14, 26, 2, , 
2021/6/22, 10, 26, 2, , 
2021/6/23, 16, 28, 4, , 
2021/6/24, 16, 26, 3, , 
2021/6/25, 15, 26, 1, , 
2021/6/26, 13, 24, 1, , 
2021/6/27, 11, 24, 4, , 
2021/6/28, 18, 22, 2, , 
2021/6/29, 21, 24, 3, , 
2021/6/30, 14, 24, 2, , 
2021/1/4, 10, 16, 9, , 
2021/1/5, 10, , , , 
2021/2/17, 20, 26, 3, , 
2021/2/18, 23, 25, 3, , 
2021/2/19, 50, 29, , , 
2021/2/20, 41, 29, 2, , 
2021/2/21, 40, 28, 4, , 
2021/2/22, 24, 30, 1, , 
2021/2/23, 13, 27, 1, , 
2021/2/24, 22, 28, 3, , 
2021/2/25, 38, 26, 2, , 
2021/2/26, 37, 26, 2, , 
2021/2/27, 36, 25, 3, , 
2021/2/28, 25, 23, 5, , 
2021/3/1, 35, 21, 3, , 
2021/3/2, 43, 24, 5, , 
2021/3/3, 45, 26, 4, , 
2021/3/4, 56, 30, 5, , 
2021/3/5, 50, 26, 2, , 
2021/3/6, 28, 25, 2, , 
2021/3/7, 25, 22, 8, , 
2021/3/8, 26, 29, 7, , 
2021/3/9, 27, 22, 9, , 
2021/3/10, 23, 23, 8, , 
2021/3/11, 32, 27, 6, , 
2021/3/12, 27, 18, 6, , 
2021/3/13, 20, , , , 
2021/3/15, 36, 27, 6, , 
2021/3/16, 29, 29, 3, , 
2021/3/17, 20, 28, 2, , 
2021/3/18, 26, 30, 2, , 
2021/3/19, 25, 31, 1, , 
2021/3/20, 23, 32, 3, , 
2021/3/21, 23, 24, 6, , 
2021/3/22, 21, 29, 6, , 
2021/3/23, 24, 28, 6, , 
2021/3/24, 29, 27, 4, , 
2021/3/25, 23, 29, 7, , 
2021/3/26, 26, 27, 3, , 
2021/3/27, 24, , , , 
2021/3/29, 49, 28, 9, , 
2021/3/30, 53, 29, 10, 1, 
2021/3/31, 44, 3, 25, , 
2020/10/1, 15, 27, 2, , 
2020/10/2, 15, 24, 3, , 
2020/10/3, 22, 20, 2, , 
2020/10/4, 15, 15, 7, , 
2020/10/5, 24, 12, 5, , 
2020/10/6, 17, 12, 5, , 
2020/10/7, 12, 13, 5, , 
2020/10/8, 27, 14, 6, , 
2020/10/9, 22, 4, 3, , 
2020/10/10, 12, 6, 2, , 
2020/10/11, 12, 6, 4, , 
2020/10/12, 12, 16, 3, , 
2020/10/13, 15, 16, 4, , 
2020/10/14, 16, 16, 7, , 
2020/10/15, 13, 16, 9, , 
2020/10/16, 15, 16, 6, , 
2020/10/17, 14, 22, 5, , 
2020/10/18, 17, 28, 3, , 
2020/10/19, 32, 27, 2, , 
2020/10/20, 19, 27, 2, , 
2020/10/21, 8, 18, 3, , 
2020/10/22, 9, 17, 7, , 
2020/10/23, 16, 17, 3, , 
2020/10/24, 11, 18, 3, , 
2020/10/25, 11, 19, 3, , 
2020/10/26, 21, 14, 7, , 
2020/10/27, 12, 17, 8, , 
2020/10/28, 24, 17, 9, , 
2020/10/29, 40, 23, 8, , 
2020/10/30, 39, 22, 9, , 
2020/10/31, 28, 34, 5, , 
2020/11/1, 13, 33, 5, , 
2020/11/2, 21, 33, 9, , 
2020/11/3, 14, 32, 5, , 
2020/11/4, 17, 23, 2, , 
2020/11/5, 26, 27, 5, , 
2020/11/6, 42, 25, 5, , 
2020/11/7, 21, 31, , , 
2020/11/8, 7, 26, 7, , 
2020/11/9, 14, 21, 8, , 
2020/11/10, 14, 22, 9, , 
2020/11/11, 17, 29, 8, , 
2020/11/12, 20, 29, 8, , 
2020/11/13, 22, 15, 4, , 
2020/11/14, 14, 15, 1, , 
2020/11/15, 11, 24, 8, , 
2020/11/16, 37, 12, 9, , 
2020/11/17, 28, 17, 11, , 
2020/11/18, 24, 30, 6, , 
2020/11/19, 20, 34, 6, , 
2020/11/20, 24, 34, 2, , 
2020/11/21, 19, 29, 8, , 
2020/11/22, 25, 38, 7, , 
2020/11/23, 24, 37, 10, , 
2020/11/24, 29, 29, 6, , 
2020/11/25, 22, 10, 15, , 
2020/11/26, 38, 10, 17, , 
2020/11/27, 30, 17, 9, , 
2020/11/28, 25, 19, 5, , 
2020/11/29, 23, 11, 9, , 
2020/11/30, 29, 23, 10, , 
2020/12/1, 30, 21, 9, , 
2020/12/2, 20, 26, 7, , 
2020/12/3, 17, 26, 7, , 
2020/12/4, 13, 25, 4, , 
2020/12/5, 10, 26, 3, , 
2020/12/6, 13, 28, 2, , 
2020/12/7, 17, 25, 2, , 
2020/12/8, 16, 19, 9, , 
2020/12/9, 14, 13, 6, , 
2020/12/10, 26, 14, 4, , 
2020/12/11, 24, 15, 3, , 
2020/12/12, 23, 10, 4, , 
2020/12/13, 12, 18, 3, , 
2020/12/14, 19, 11, 6, , 
2020/12/15, 14, 12, 4, , 
2020/12/16, 12, 6, 7, , 
2020/12/17, 18, 4, 22, , 
2020/12/18, 12, , 53, , 
2020/12/19, 25, , 34, , 
2020/12/20, 11, 9, 22, , 
2020/12/21, 12, 18, 6, , 
2020/12/22, 8, 23, 6, , 
2020/12/23, 13, 25, 5, , 
2020/12/24, 20, 24, 3, , 
2020/12/25, 18, 20, 8, , 
2020/12/26, 11, 30, 5, , 
2020/12/27, 15, 28, 3, , 
2020/12/28, 19, 28, 5, , 
2020/12/29, 15, 26, 9, , 
2020/12/30, 16, 24, 8, , 
2020/12/31, 10, 27, 3, , 
2021/1/1, 12, 26, 4, 1, 
2021/1/2, 13, 23, 5, , 
2021/1/3, 9, 23, 8, , 
2020/7/1, 16, 29, 3, , 
2020/7/2, 10, 35, 2, , 
2020/7/3, 13, 46, 3, , 
2020/7/4, 14, 64, 2, , 
2020/7/5, 14, 17, 1, , 
2020/7/6, 19, 23, 1, , 
2020/7/7, 35, 27, 3, , 
2020/7/8, 33, 27, 3, , 
2020/7/9, 23, 20, 1, , 
2020/7/10, 12, 32, 2, , 
2020/7/11, 19, 32, 2, , 
2020/7/12, 23, 32, 3, , 
2020/7/13, 23, 31, 3, , 
2020/7/14, 17, 25, 3, , 
2020/7/15, 13, 27, 2, , 
2020/7/16, 14, 30, 2, , 
2020/7/17, 15, 40, 2, , 
2020/7/18, 19, 45, 2, , 
2020/7/19, 25, 39, 2, , 
2020/7/20, 23, 23, 3, , 
2020/7/21, 28, 29, 2, , 
2020/7/22, 32, 34, 3, , 
2020/7/23, 26, 32, 1, , 
2020/7/24, 16, 23, 2, , 
2020/7/25, 13, 16, 2, , 
2020/7/26, 10, 21, 2, , 
2020/7/27, 14, 25, 2, , 
2020/7/28, 13, 33, 2, , 
2020/7/29, 23, 30, 5, , 
2020/7/30, 30, 27, 3, , 
2020/7/31, 30, 18, 3, , 
2020/8/1, 17, 23, 2, , 
2020/8/2, 8, 29, 5, , 
2020/8/3, 13, 21, 2, , 
2020/8/4, 11, 27, 3, , 
2020/8/5, 15, 38, 6, , 
2020/8/6, 25, 31, 2, , 
2020/8/7, 23, 31, 2, , 
2020/8/8, 21, 44, 2, , 
2020/8/9, 22, 49, 3, , 
2020/8/10, 21, 18, 6, , 
2020/8/11, 24, 22, 3, , 
2020/8/12, 17, 19, 3, , 
2020/8/13, 15, 17, 4, , 
2020/8/14, 12, 17, 2, , 
2020/8/15, 13, 17, 2, , 
2020/8/16, 17, 13, 5, , 
2020/8/17, 14, 21, 6, 1, 
2020/8/18, 11, 21, 6, , 
2020/8/19, 16, 18, 2, , 
2020/8/20, 26, 15, 2, , 
2020/8/21, 25, 19, 2, , 
2020/8/22, 23, 19, 2, , 
2020/8/23, 19, 17, 3, , 
2020/8/24, 12, 17, 4, , 
2020/8/25, 13, 11, 2, , 
2020/8/26, 10, 12, 3, , 
2020/8/27, 11, 18, 3, , 
2020/8/28, 14, 22, 2, , 
2020/8/29, 14, 22, 4, , 
2020/8/30, 12, 22, 4, , 
2020/8/31, 12, 26, 6, , 
2020/9/1, 13, 27, 4, 1, 
2020/9/2, 13, 30, 4, , 
2020/9/3, 16, 37, 7, , 
2020/9/4, 24, 27, 1, , 
2020/9/5, 18, 22, , , 
2020/9/6, 15, 19, 3, , 
2020/9/7, 15, 28, 3, , 
2020/9/8, 17, 29, 6, , 
2020/9/9, 26, 24, 5, , 
2020/9/10, 23, 18, 4, , 
2020/9/11, 19, 19, 2, , 
2020/9/12, 19, 28, 5, , 
2020/9/13, 30, 37, 5, , 
2020/9/14, 29, 32, 2, , 
2020/9/15, 22, 28, 4, , 
2020/9/16, 24, 30, 6, , 
2020/9/17, 31, 26, 4, , 
2020/9/18, 18, 28, 4, , 
2020/9/19, 11, 34, 3, , 
2020/9/20, 10, 30, 7, , 
2020/9/21, 13, 24, 5, , 
2020/9/22, 16, 19, 4, , 
2020/9/23, 15, 23, 4, , 
2020/9/24, 16, 21, 1, , 
2020/9/25, 23, 21, 3, , 
2020/9/26, 12, 19, 2, , 
2020/9/27, 13, 21, 6, , 
2020/9/28, 18, 21, 5, , 
2020/9/29, 17, 24, 6, , 
2020/9/30, 20, 19, 6, , 
2020/4/1, 20, 45, 2, , 
2020/4/2, 26, 44, 3, , 
2020/4/3, 27, 39, 4, , 
2020/4/4, 21, 37, , , 
2020/4/5, 12, 39, 1, , 
2020/4/6, 14, 37, 1, , 
2020/4/7, 24, 37, 1, 9, 
2020/4/8, 19, 40, 2, 15, 
2020/4/9, 20, 37, 2, , 
2020/4/10, 13, 33, 1, , 
2020/4/11, 6, 35, , , 
2020/4/12, 5, 37, , , 
2020/4/13, 10, 32, 2, , 
2020/4/14, 23, 33, 3, , 
2020/4/15, 19, 36, , , 
2020/4/16, 8, 33, 1, , 
2020/4/17, 8, 35, 1, , 
2020/4/18, 7, 35, , , 
2020/4/19, 7, 37, 1, , 
2020/4/20, 10, 40, , , 
2020/4/21, 16, 40, 1, , 
2020/4/22, 19, 37, 1, , 
2020/4/23, 16, 32, 2, , 
2020/4/24, 27, 36, 1, , 
2020/4/25, 23, , , , 
2020/4/27, 13, 36, 3, , 
2020/4/28, 15, 33, , , 
2020/4/29, 11, 32, 1, , 
2020/4/30, 19, 18, 2, , 
2020/5/1, 18, 20, 1, , 
2020/5/2, 14, 21, 1, , 
2020/5/3, 17, 31, 5, , 
2020/5/4, 28, 34, 1, , 
2020/5/5, 21, 32, 2, , 
2020/5/6, 22, 32, 1, , 
2020/5/7, 24, 35, 1, , 
2020/5/8, 20, 34, , , 
2020/5/9, 16, 35, , , 
2020/5/10, 10, 32, 2, , 
2020/5/11, 14, 27, 1, , 
2020/5/12, 21, 26, 3, , 
2020/5/13, 15, 30, 1, , 
2020/5/14, 16, 40, 2, , 
2020/5/15, 28, 40, 1, , 
2020/5/16, 28, 45, 1, , 
2020/5/17, 21, 37, 3, , 
2020/5/18, 21, 41, 3, , 
2020/5/19, 20, 40, 3, , 
2020/5/20, 21, 39, 2, , 
2020/5/21, 25, 28, 2, , 
2020/5/22, 15, 31, 1, , 
2020/5/23, 16, 29, 4, , 
2020/5/24, 24, 31, 4, , 
2020/5/25, 27, 30, 4, , 
2020/5/26, 25, 37, 4, , 
2020/5/27, 28, 45, 6, , 
2020/5/28, 33, 47, 5, , 
2020/5/29, 28, 44, 3, , 
2020/5/30, 22, 37, 3, , 
2020/5/31, 24, 40, 2, , 
2020/6/1, 23, 30, 1, , 
2020/6/2, 24, 47, 2, , 
2020/6/3, 23, 41, 1, , 
2020/6/4, 21, 33, 2, , 
2020/6/5, 22, 27, 1, , 
2020/6/6, 14, 32, 1, , 
2020/6/7, 12, 34, 2, , 
2020/6/8, 12, 32, 3, , 
2020/6/9, 18, 30, 6, , 
2020/6/10, 15, 25, 4, , 
2020/6/11, 14, 34, 2, , 
2020/6/12, 14, 40, 3, , 
2020/6/13, 17, 38, 1, , 
2020/6/14, 16, 34, 3, , 
2020/6/15, 14, 26, 2, , 
2020/6/16, 10, 27, 2, , 
2020/6/17, 12, 22, 3, , 
2020/6/18, 11, 24, 1, , 
2020/6/19, 10, 25, 2, , 
2020/6/20, 12, 20, 2, , 
2020/6/21, 11, 20, , , 
2020/6/22, 22, 32, 3, , 
2020/6/23, 26, 38, 4, , 
2020/6/24, 30, 42, 3, , 
2020/6/25, 28, 28, 3, , 
2020/6/26, 16, 24, 6, , 
2020/6/27, 17, , , , 
2020/6/29, 10, 26, 2, , 
2020/6/30, 14, 24, 4, , 
2020/1/1, 31, 14, 12, , 
2020/1/2, 28, 11, 18, , 
2020/1/3, 25, 28, 9, , 
2020/1/4, 20, 25, 4, , 
2020/1/5, 18, 22, 11, , 
2020/1/6, 20, 15, 12, , 
2020/1/7, 20, 14, 16, , 
2020/1/8, 28, 33, 11, , 
2020/1/9, 25, 33, 9, , 
2020/1/10, 22, 20, 11, , 
2020/1/11, 20, 18, 13, , 
2020/1/12, 21, 29, 11, , 
2020/1/13, 19, 34, 1, , 
2020/1/14, 11, 32, 3, , 
2020/1/15, 20, 32, 2, , 
2020/1/16, 15, 29, 7, , 
2020/1/17, 19, 30, 4, , 
2020/1/18, 16, 32, 1, , 
2020/1/19, 23, 32, 3, , 
2020/1/20, 23, 20, 9, , 
2020/1/21, 21, 13, 11, , 
2020/1/22, 26, 5, 17, , 
2020/1/23, 41, 18, 11, , 
2020/1/24, 40, 10, 13, , 
2020/1/25, 30, 26, 8, , 
2020/1/26, 20, 27, 8, , 
2020/1/27, 17, 32, 11, , 
2020/1/28, 29, 17, 10, , 
2020/1/29, 33, 24, 7, , 
2020/1/30, 15, 23, 8, , 
2020/1/31, 18, 23, 6, , 
2020/2/1, 15, 18, 6, , 
2020/2/2, 18, 14, 13, , 
2020/2/3, 59, 30, 4, , 
2020/2/4, 23, 31, 5, , 
2020/2/5, 20, 18, 13, , 
2020/2/6, 26, 18, 14, , 
2020/2/7, 30, 32, 8, , 
2020/2/8, 22, 25, 8, , 
2020/2/9, 14, 27, 7, , 
2020/2/10, 34, 32, 7, , 
2020/2/11, 43, 28, 7, , 
2020/2/12, 35, 28, 9, 1, 
2020/2/13, 36, 25, 8, , 
2020/2/14, 38, 24, 7, , 
2020/2/15, 22, 27, , , 
2020/2/16, 14, 37, 5, , 
2020/2/17, 20, 28, 10, , 
2020/2/18, 22, 32, 8, , 
2020/2/19, 26, 29, 12, , 
2020/2/20, 30, 29, 6, , 
2020/2/21, 31, 25, 8, , 
2020/2/22, 32, 28, 5, , 
2020/2/23, 58, 22, 7, 1, 
2020/2/24, 52, 38, 8, , 
2020/2/25, 30, 37, 5, , 
2020/2/26, 22, 28, 7, , 
2020/2/27, 45, 28, 8, , 
2020/2/28, 66, 34, 5, , 
2020/2/29, 56, 37, 2, , 
2020/3/1, 31, 37, 3, , 
2020/3/2, 23, 32, 3, , 
2020/3/3, 41, 20, 10, , 
2020/3/4, 18, 35, 4, , 
2020/3/5, 24, 37, 2, , 
2020/3/6, 28, 36, 4, , 
2020/3/7, 30, 37, 6, , 
2020/3/8, 24, 37, 5, , 
2020/3/9, 36, 34, 9, 1, 
2020/3/10, 36, 34, 7, 1, 
2020/3/11, 29, 35, 6, , 
2020/3/12, 25, 35, 3, 1, 
2020/3/13, 34, 36, 4, 1, 
2020/3/14, 25, 40, 2, 1, 
2020/3/15, 22, 37, 1, 1, 
2020/3/16, 16, 31, 6, 1, 
2020/3/17, 19, 28, 5, 1, 
2020/3/18, 28, 32, 3, 1, 
2020/3/19, 36, 29, 4, 2, 
2020/3/20, 36, 34, 2, 2, 
2020/3/21, 36, 34, 1, 2, 
2020/3/22, 37, 31, 1, 1, 
2020/3/23, 27, 32, 3, , 
2020/3/24, 33, 38, 4, , 
2020/3/25, 33, 46, 3, , 
2020/3/26, 27, 44, 5, , 
2020/3/27, 32, 43, 4, , 
2020/3/28, 31, 24, 2, , 
2020/3/29, 37, , , , 
2019/10/1, 23, 29, 2, , 
2019/10/2, 16, 25, 6, , 
2019/10/3, 16, 26, 7, , 
2019/10/4, 16, 28, 2, , 
2019/10/5, 20, 25, 6, , 
2019/10/6, 19, 29, 7, 1, 
2019/10/7, 24, 25, 8, 1, 
2019/10/8, 18, 29, 8, , 
2019/10/9, 19, 31, 6, , 
2019/10/10, 26, 29, 3, 1, 
2019/10/11, 25, 30, 1, 1, 
2019/10/12, 29, 30, 1, , 
2019/10/13, 28, 37, 5, 1, 
2019/10/14, 14, 28, 7, 1, 
2019/10/15, 13, 28, 2, , 
2019/10/16, 9, 28, 6, , 
2019/10/17, 12, 31, 11, , 
2019/10/18, 24, 29, 7, , 
2019/10/19, 16, 33, 6, , 
2019/10/20, 9, 30, 10, , 
2019/10/21, 14, 17, 15, , 
2019/10/22, 19, 32, 5, , 
2019/10/23, 10, 29, 11, , 
2019/10/24, 15, 17, 11, , 
2019/10/25, 20, 22, 13, , 
2019/10/26, 16, 21, 11, , 
2019/10/27, 16, 18, 16, , 
2019/10/28, 24, 29, 8, , 
2019/10/29, 22, 19, 10, , 
2019/10/30, 17, 28, 6, , 
2019/10/31, 18, 13, 9, , 
2019/11/1, 12, 30, 5, , 
2019/11/2, 19, 32, 5, , 
2019/11/3, 25, 31, 6, , 
2019/11/4, 19, 19, 4, , 
2019/11/5, 25, 17, 10, , 
2019/11/6, 20, 32, 4, , 
2019/11/7, 18, 30, 4, , 
2019/11/8, 19, 31, 5, , 
2019/11/9, 22, 29, 3, , 
2019/11/10, 20, 29, 7, , 
2019/11/11, 21, 27, 11, , 
2019/11/12, 23, 28, 10, , 
2019/11/13, 23, 33, 7, , 
2019/11/14, 15, 28, 8, , 
2019/11/15, 14, 27, 6, , 
2019/11/16, 13, 31, 5, , 
2019/11/17, 14, 21, 11, , 
2019/11/18, 16, 15, 11, , 
2019/11/19, 14, 24, 10, , 
2019/11/20, 13, 27, 10, , 
2019/11/21, 16, 29, 3, , 
2019/11/22, 10, 37, 3, , 
2019/11/23, 23, 28, 6, , 
2019/11/24, 15, 25, 8, , 
2019/11/25, 15, 26, 5, , 
2019/11/26, 14, 16, 19, , 
2019/11/27, 22, 20, 13, , 
2019/11/28, 18, 26, 12, , 
2019/11/29, 15, 26, 8, , 
2019/11/30, 14, 26, 5, , 
2019/12/1, 13, 25, 4, , 
2019/12/2, 17, 27, 5, , 
2019/12/3, 16, 17, 13, 1, 
2019/12/4, 24, 15, 13, , 
2019/12/5, 23, 11, 14, , 
2019/12/6, 24, 9, 15, , 
2019/12/7, 28, 30, 8, , 
2019/12/8, 23, 33, 4, , 
2019/12/9, 42, 18, 14, 1, 
2019/12/10, 35, 31, 4, , 
2019/12/11, 16, 31, 8, , 
2019/12/12, 12, 32, 2, , 
2019/12/13, 25, 28, 6, , 
2019/12/14, 13, 33, 2, , 
2019/12/15, 16, 29, 8, , 
2019/12/16, 23, 29, 14, , 
2019/12/17, 11, 29, 10, , 
2019/12/18, 11, 31, 2, , 
2019/12/19, 7, 30, 12, , 
2019/12/20, 12, 28, 9, , 
2019/12/21, 16, 34, 5, , 
2019/12/22, 25, 27, 16, , 
2019/12/23, 23, 18, 12, , 
2019/12/24, 14, 11, 10, , 
2019/12/25, 21, 31, 9, , 
2019/12/26, 25, 23, 10, , 
2019/12/27, 25, 20, 9, , 
2019/12/28, 22, 10, 12, , 
2019/12/29, 31, , , , 
2019/7/1, 15, 28, 2, , 
2019/7/2, 18, 27, 4, , 
2019/7/3, 20, 40, 4, 1, 
2019/7/4, 29, 44, 3, , 
2019/7/5, 31, 35, 1, , 
2019/7/6, 25, 34, 1, , 
2019/7/7, 19, 35, 2, , 
2019/7/8, 23, 34, 2, , 
2019/7/9, 21, 37, 4, 1, 
2019/7/10, 26, 39, 3, 1, 
2019/7/11, 20, 44, 4, 1, 
2019/7/12, 17, 27, 3, 1, 
2019/7/13, 15, 33, 2, 1, 
2019/7/14, 19, 38, 3, 1, 
2019/7/15, 23, 29, 2, 1, 
2019/7/16, 19, 29, 2, 1, 
2019/7/17, 19, 22, 2, , 
2019/7/18, 17, 25, 2, , 
2019/7/19, 16, 20, 3, , 
2019/7/20, 16, 19, 2, , 
2019/7/21, 19, 26, 2, , 
2019/7/22, 25, 30, 4, , 
2019/7/23, 34, 33, 3, , 
2019/7/24, 36, 40, 1, , 
2019/7/25, 26, 35, 5, 1, 
2019/7/26, 17, 12, 5, 1, 
2019/7/27, 13, 15, 3, 1, 
2019/7/28, 13, 19, 4, 1, 
2019/7/29, 25, 18, 2, , 
2019/7/30, 23, 20, 3, 1, 
